timestamp,production_simulee_mw,production_hq_eolien_mw,ecart_mw
2024-11-27 19:00:00+00:00,980.5705363947638,784.0,196.57053639476385
2024-11-27 20:00:00+00:00,948.3329119342236,774.0,174.3329119342236
2024-11-27 21:00:00+00:00,938.6223759283512,809.0,129.62237592835118
2024-11-27 22:00:00+00:00,1078.112033864851,955.0,123.1120338648509
2024-11-27 23:00:00+00:00,908.3892353711934,1044.0,-135.61076462880658
2024-11-28 00:00:00+00:00,821.8528815470154,885.0,-63.147118452984614
2024-11-28 01:00:00+00:00,795.899656343587,877.0,-81.10034365641297
2024-11-28 02:00:00+00:00,799.466099399179,906.0,-106.53390060082097
2024-11-28 03:00:00+00:00,771.4496300294657,908.0,-136.55036997053435
2024-11-28 04:00:00+00:00,758.5351061714406,729.0,29.53510617144059
2024-11-28 05:00:00+00:00,775.660320482579,681.0,94.66032048257898
2024-11-28 06:00:00+00:00,735.218437433235,694.0,41.21843743323495
2024-11-28 07:00:00+00:00,693.6637714026268,635.0,58.66377140262682
2024-11-28 08:00:00+00:00,587.1452347050196,618.0,-30.85476529498044
2024-11-28 09:00:00+00:00,540.1375887549691,619.0,-78.8624112450309
2024-11-28 10:00:00+00:00,498.8065466545016,622.0,-123.19345334549843
2024-11-28 11:00:00+00:00,401.6559176630092,626.0,-224.34408233699082
2024-11-28 12:00:00+00:00,351.65711723329883,603.0,-251.34288276670117
2024-11-28 13:00:00+00:00,325.9185380594833,541.0,-215.0814619405167
2024-11-28 14:00:00+00:00,245.01946417561544,445.0,-199.98053582438456
2024-11-28 15:00:00+00:00,192.05960555543464,324.0,-131.94039444456536
2024-11-28 16:00:00+00:00,237.06173706646507,272.0,-34.93826293353493
2024-11-28 17:00:00+00:00,226.4810406440757,216.0,10.481040644075705
2024-11-28 18:00:00+00:00,169.65028510989555,230.0,-60.34971489010445
2024-11-28 19:00:00+00:00,156.10354122886207,257.0,-100.89645877113793
2024-11-28 20:00:00+00:00,247.91766049862068,319.0,-71.08233950137932
2024-11-28 21:00:00+00:00,350.27087048607905,520.0,-169.72912951392095
2024-11-28 22:00:00+00:00,343.5650009357846,620.0,-276.4349990642154
2024-11-28 23:00:00+00:00,302.8398259013579,680.0,-377.1601740986421
2024-11-29 00:00:00+00:00,331.87545388448007,647.0,-315.12454611551993
2024-11-29 01:00:00+00:00,380.6143680169105,737.0,-356.3856319830895
2024-11-29 02:00:00+00:00,477.2875158029028,706.0,-228.71248419709718
2024-11-29 03:00:00+00:00,511.0602886948952,696.0,-184.93971130510482
2024-11-29 04:00:00+00:00,483.46874037138576,608.0,-124.53125962861424
2024-11-29 05:00:00+00:00,527.4995186947733,537.0,-9.500481305226685
2024-11-29 06:00:00+00:00,580.6837327439175,483.0,97.68373274391752
2024-11-29 07:00:00+00:00,643.6793713836671,495.0,148.6793713836671
2024-11-29 08:00:00+00:00,668.0970421215626,458.0,210.0970421215626
2024-11-29 09:00:00+00:00,646.010834259713,568.0,78.01083425971296
2024-11-29 10:00:00+00:00,537.231631227507,577.0,-39.76836877249298
2024-11-29 11:00:00+00:00,507.2671162867055,623.0,-115.73288371329448
2024-11-29 12:00:00+00:00,488.8460202617962,579.0,-90.15397973820382
2024-11-29 13:00:00+00:00,497.64156090411007,579.0,-81.35843909588993
2024-11-29 14:00:00+00:00,454.5118986190367,560.0,-105.48810138096331
2024-11-29 15:00:00+00:00,424.5354206802333,529.0,-104.4645793197667
2024-11-29 16:00:00+00:00,377.24719409215845,483.0,-105.75280590784155
2024-11-29 17:00:00+00:00,383.3270190025911,412.0,-28.6729809974089
2024-11-29 18:00:00+00:00,403.8697496411496,397.0,6.86974964114961
2024-11-29 19:00:00+00:00,397.0068254838856,360.0,37.00682548388562
