mesh_point_id,mesh_ix,mesh_iy,x_m,y_m,latitude,longitude,longitude_norm,era5_latitude,era5_longitude_norm,era5_longitude,distance_to_cell_center_km,era5_cell_id
2009,13,23,-640000.0,580000.0,48.86666682808362,-77.28668329121686,-77.28668329121686,47.5,-78.3,-78.3,169.5184333570034,47.5000_-78.3000
2010,14,23,-620000.0,580000.0,48.88845792551198,-77.01472484096313,-77.01472484096313,47.5,-78.3,-78.3,181.41127306278182,47.5000_-78.3000
2011,15,23,-600000.0,580000.0,48.90956732215864,-76.74251903973968,-76.74251903973968,47.5,-76.8,-76.8,156.79481368495894,47.5000_-76.8000
2012,16,23,-580000.0,580000.0,48.929994052736625,-76.47007343783181,-76.47007343783181,47.5,-76.8,-76.8,160.87594362765287,47.5000_-76.8000
2013,17,23,-560000.0,580000.0,48.94973718195295,-76.19739562663936,-76.19739562663936,47.5,-76.8,-76.8,167.26884014709708,47.5000_-76.8000
2014,18,23,-540000.0,580000.0,48.9687958046698,-75.92449323747961,-75.92449323747961,47.5,-76.8,-76.8,175.72152472189615,47.5000_-76.8000
2015,19,23,-520000.0,580000.0,48.98716904606111,-75.6513739403733,-75.6513739403733,47.5,-76.8,-76.8,185.95345706507783,47.5000_-76.8000
2016,20,23,-500000.0,580000.0,49.004856061764166,-75.3780454428144,-75.3780454428144,49.0,-76.8,-76.8,103.7271795874512,49.0000_-76.8000
2017,21,23,-480000.0,580000.0,49.02185603802642,-75.1045154885237,-75.1045154885237,49.0,-75.3,-75.3,14.463211242900933,49.0000_-75.3000
2018,22,23,-460000.0,580000.0,49.03816819184728,-74.83079185618719,-74.83079185618719,49.0,-75.3,-75.3,34.47802527732367,49.0000_-75.3000
2019,23,23,-440000.0,580000.0,49.05379177111488,-74.55688235817924,-74.55688235817924,49.0,-75.3,-75.3,54.510483132527675,49.0000_-75.3000
2020,24,23,-420000.0,580000.0,49.06872605473774,-74.2827948392714,-74.2827948392714,49.0,-75.3,-75.3,74.54661129989255,49.0000_-75.3000
2021,25,23,-400000.0,580000.0,49.08297035277126,-74.00853717532729,-74.00853717532729,49.0,-75.3,-75.3,94.58426047523764,49.0000_-75.3000
2022,26,23,-380000.0,580000.0,49.09652400653914,-73.73411727198392,-73.73411727198392,49.0,-73.8,-73.8,11.75805061455831,49.0000_-73.8000
2023,27,23,-360000.0,580000.0,49.10938638874922,-73.45954306332023,-73.45954306332023,49.0,-73.8,-73.8,27.63042026429878,49.0000_-73.8000
2024,28,23,-340000.0,580000.0,49.12155690360441,-73.18482251051309,-73.18482251051309,49.0,-73.8,-73.8,46.816233526072025,49.0000_-73.8000
2025,29,23,-320000.0,580000.0,49.133034986907944,-72.90996360048175,-72.90996360048175,49.0,-73.8,-73.8,66.50743676472085,49.0000_-73.8000
2026,30,23,-300000.0,580000.0,49.14382010616331,-72.63497434452074,-72.63497434452074,49.0,-73.8,-73.8,86.35916044291453,49.0000_-73.8000
2027,31,23,-280000.0,580000.0,49.15391176066879,-72.35986277692245,-72.35986277692245,49.0,-73.8,-73.8,106.28160652578578,49.0000_-73.8000
2028,32,23,-260000.0,580000.0,49.163309481606376,-72.08463695358921,-72.08463695358921,49.0,-72.3,-72.3,23.995365760195632,49.0000_-72.3000
2029,33,23,-240000.0,580000.0,49.172012832125255,-71.80930495063622,-71.80930495063622,49.0,-72.3,-72.3,40.53140393736989,49.0000_-72.3000
2030,34,23,-220000.0,580000.0,49.180021407419574,-71.53387486298533,-71.53387486298533,49.0,-72.3,-72.3,59.27040089771211,49.0000_-72.3000
2031,35,23,-200000.0,580000.0,49.18733483480073,-71.25835480295078,-71.25835480295078,49.0,-72.3,-72.3,78.65337027706917,49.0000_-72.3000
2032,36,23,-180000.0,580000.0,49.19395277376392,-70.98275289881693,-70.98275289881693,49.0,-72.3,-72.3,98.30018829592824,49.0000_-72.3000
2033,37,23,-160000.0,580000.0,49.19987491604904,-70.70707729340923,-70.70707729340923,49.0,-70.8,-70.8,23.231926370339668,49.0000_-70.8000
2034,38,23,-140000.0,580000.0,49.20510098569581,-70.43133614265848,-70.43133614265848,49.0,-70.8,-70.8,35.21988172173382,49.0000_-70.8000
2035,39,23,-120000.0,580000.0,49.20963073909328,-70.15553761415948,-70.15553761415948,49.0,-70.8,-70.8,52.3863557961276,49.0000_-70.8000
2036,40,23,-100000.0,580000.0,49.213463965023394,-69.87968988572445,-69.87968988572445,49.0,-70.8,-70.8,71.07322132523463,49.0000_-70.8000
2037,41,23,-80000.0,580000.0,49.216600484699015,-69.60380114393175,-69.60380114393175,49.0,-70.8,-70.8,90.34193442103754,49.0000_-70.8000
2038,42,23,-60000.0,580000.0,49.21904015179591,-69.3278795826709,-69.3278795826709,49.0,-70.8,-70.8,109.88686219469888,49.0000_-70.8000
2039,43,23,-40000.0,580000.0,49.22078285247911,-69.0519334016843,-69.0519334016843,49.0,-69.3,-69.3,30.475135768652184,49.0000_-69.3000
2040,44,23,-20000.0,580000.0,49.22182850542325,-68.77597080510623,-68.77597080510623,49.0,-69.3,-69.3,45.42353514866942,49.0000_-69.3000
2041,45,23,0.0,580000.0,49.22217706182728,-68.5,-68.5,49.0,-69.3,-69.3,63.25373289279852,49.0000_-69.3000
2042,46,23,20000.0,580000.0,49.22182850542325,-68.22402919489377,-68.22402919489377,49.0,-69.3,-69.3,82.10934694798473,49.0000_-69.3000
2050,54,23,180000.0,580000.0,49.19395277376392,-66.01724710118307,-66.01724710118307,49.0,-66.3,-66.3,29.814948447289275,49.0000_-66.3000
2051,55,23,200000.0,580000.0,49.18733483480073,-65.74164519704922,-65.74164519704922,49.0,-66.3,-66.3,45.681326970979704,49.0000_-66.3000
2052,56,23,220000.0,580000.0,49.180021407419574,-65.46612513701467,-65.46612513701467,49.0,-66.3,-66.3,63.935603990295775,49.0000_-66.3000
2053,57,23,240000.0,580000.0,49.172012832125255,-65.1906950493638,-65.1906950493638,49.0,-66.3,-66.3,83.01713935354837,49.0000_-66.3000
2054,58,23,260000.0,580000.0,49.163309481606376,-64.91536304641079,-64.91536304641079,49.0,-66.3,-66.3,102.46469638867539,49.0000_-66.3000
2085,5,24,-800000.0,600000.0,48.84647741751158,-79.49429403186059,-79.49429403186059,47.5,-79.8,-79.8,151.42773777767943,47.5000_-79.8000
2086,6,24,-780000.0,600000.0,48.87379216140463,-79.22358433664361,-79.22358433664361,47.5,-79.8,-79.8,158.62186031887583,47.5000_-79.8000
2087,7,24,-760000.0,600000.0,48.90043138845358,-78.95256504300805,-78.95256504300805,47.5,-79.8,-79.8,167.9073023941996,47.5000_-79.8000
2088,8,24,-740000.0,600000.0,48.926393888942556,-78.68124340747455,-78.68124340747455,47.5,-79.8,-79.8,178.95903173927863,47.5000_-79.8000
2089,9,24,-720000.0,600000.0,48.95167848193384,-78.40962673753221,-78.40962673753221,47.5,-79.8,-79.8,191.47162297107047,47.5000_-79.8000
2090,10,24,-700000.0,600000.0,48.97628401546796,-78.13772239057344,-78.13772239057344,47.5,-78.3,-78.3,164.59476075877785,47.5000_-78.3000
2091,11,24,-680000.0,600000.0,49.00020936675946,-77.86553777280864,-77.86553777280864,49.0,-78.3,-78.3,31.69415118930939,49.0000_-78.3000
2092,12,24,-660000.0,600000.0,49.023453442388316,-77.59308033816039,-77.59308033816039,49.0,-78.3,-78.3,51.62375199070531,49.0000_-78.3000
2093,13,24,-640000.0,600000.0,49.04601517848716,-77.32035758713815,-77.32035758713815,49.0,-78.3,-78.3,71.6149339957679,49.0000_-78.3000
2094,14,24,-620000.0,600000.0,49.06789354092378,-77.0473770656933,-77.0473770656933,49.0,-78.3,-78.3,91.6276909337072,49.0000_-78.3000
2095,15,24,-600000.0,600000.0,49.08908752547928,-76.77414636405533,-76.77414636405533,49.0,-76.8,-76.8,10.083723406610508,49.0000_-76.8000
2096,16,24,-580000.0,600000.0,49.10959615802157,-76.50067311554932,-76.50067311554932,49.0,-76.8,-76.8,24.985497095867974,49.0000_-76.8000
2097,17,24,-560000.0,600000.0,49.12941849467409,-76.2269649953953,-76.2269649953953,49.0,-76.8,-76.8,44.15935518752562,49.0000_-76.8000
2098,18,24,-540000.0,600000.0,49.14855362197984,-75.95302971948985,-75.95302971948985,49.0,-76.8,-76.8,63.867436499035094,49.0000_-76.8000
2099,19,24,-520000.0,600000.0,49.1670006570606,-75.6788750431703,-75.6788750431703,49.0,-76.8,-76.8,83.73363766627709,49.0000_-76.8000
2100,20,24,-500000.0,600000.0,49.18475874777107,-75.40450875996216,-75.40450875996216,49.0,-76.8,-76.8,103.66729779622534,49.0000_-76.8000
2101,21,24,-480000.0,600000.0,49.20182707284822,-75.12993870031023,-75.12993870031023,49.0,-75.3,-75.3,25.63078915480769,49.0000_-75.3000
2102,22,24,-460000.0,600000.0,49.218204842055485,-74.85517273029373,-74.85517273029373,49.0,-75.3,-75.3,40.46126751592875,49.0000_-75.3000
2103,23,24,-440000.0,600000.0,49.23389129632191,-74.58021875032608,-74.58021875032608,49.0,-75.3,-75.3,58.48542407417188,49.0000_-75.3000
2104,24,24,-420000.0,600000.0,49.24888570787596,-74.30508469383987,-74.30508469383987,49.0,-75.3,-75.3,77.50655064320395,49.0000_-75.3000
2105,25,24,-400000.0,600000.0,49.26318738037435,-74.02977852595743,-74.02977852595743,49.0,-75.3,-75.3,96.93972095337197,49.0000_-75.3000
2106,26,24,-380000.0,600000.0,49.27679564902538,-73.75430824214756,-73.75430824214756,49.0,-73.8,-73.8,30.95728156967862,49.0000_-73.8000
2107,27,24,-360000.0,600000.0,49.28970988070694,-73.47868186686915,-73.47868186686915,49.0,-73.8,-73.8,39.79961781783854,49.0000_-73.8000
2108,28,24,-340000.0,600000.0,49.30192947407921,-73.20290745220198,-73.20290745220198,49.0,-73.8,-73.8,54.890262012835834,49.0000_-73.8000
2109,29,24,-320000.0,600000.0,49.31345385969177,-72.92699307646534,-72.92699307646534,49.0,-73.8,-73.8,72.42357966895503,49.0000_-73.8000
2110,30,24,-300000.0,600000.0,49.324282500085346,-72.65094684282528,-72.65094684282528,49.0,-73.8,-73.8,90.99855544925008,49.0000_-73.8000
2111,31,24,-280000.0,600000.0,49.33441488988788,-72.37477687789075,-72.37477687789075,49.0,-73.8,-73.8,110.08928467849353,49.0000_-73.8000
2112,32,24,-260000.0,600000.0,49.34385055590501,-72.09849133029945,-72.09849133029945,49.0,-72.3,-72.3,40.94479846836909,49.0000_-72.3000
2113,33,24,-240000.0,600000.0,49.35258905720507,-71.82209836929384,-71.82209836929384,49.0,-72.3,-72.3,52.382643190679545,49.0000_-72.3000
2114,34,24,-220000.0,600000.0,49.36062998519812,-71.54560618328813,-71.54560618328813,49.0,-72.3,-72.3,67.9317074134783,49.0000_-72.3000
2115,35,24,-200000.0,600000.0,49.36797296370958,-71.26902297842658,-71.26902297842658,49.0,-72.3,-72.3,85.37458998907161,49.0000_-72.3000
2116,36,24,-180000.0,600000.0,49.374617649047835,-70.99235697713407,-70.99235697713407,49.0,-72.3,-72.3,103.76062695284179,49.0000_-72.3000
2117,37,24,-160000.0,600000.0,49.38056373006629,-70.71561641665932,-70.71561641665932,49.0,-70.8,-70.8,42.7588224623991,49.0000_-70.8000
2118,38,24,-140000.0,600000.0,49.385810928219406,-70.43880954761144,-70.43880954761144,49.0,-70.8,-70.8,50.2923032873169,49.0000_-70.8000
2119,39,24,-120000.0,600000.0,49.39035899761307,-70.16194463249069,-70.16194463249069,49.0,-70.8,-70.8,63.51085688851936,49.0000_-70.8000
2120,40,24,-100000.0,600000.0,49.394207725048986,-69.88502994421364,-69.88502994421364,49.0,-70.8,-70.8,79.63206581773093,49.0000_-70.8000
2121,41,24,-80000.0,600000.0,49.39735693006328,-69.60807376463391,-69.60807376463391,49.0,-70.8,-70.8,97.22260002930754,49.0000_-70.8000
2122,42,24,-60000.0,600000.0,49.39980646495906,-69.33108438305881,-69.33108438305881,49.0,-70.8,-70.8,115.61374572933718,49.0000_-70.8000
2123,43,24,-40000.0,600000.0,49.401556214833235,-69.05407009476255,-69.05407009476255,49.0,-69.3,-69.3,48.09352718648516,49.0000_-69.3000
2124,44,24,-20000.0,600000.0,49.402606097597314,-68.77703919949697,-68.77703919949697,49.0,-69.3,-69.3,58.71802103069668,49.0000_-69.3000
2125,45,24,0.0,600000.0,49.40295606399224,-68.5,-68.5,49.0,-69.3,-69.3,73.38896207123167,49.0000_-69.3000
2126,46,24,20000.0,600000.0,49.402606097597314,-68.22296080050303,-68.22296080050303,49.0,-69.3,-69.3,90.1520276858929,49.0000_-69.3000
2127,47,24,40000.0,600000.0,49.401556214833235,-67.94592990523745,-67.94592990523745,49.0,-69.3,-69.3,108.03771701434765,49.0000_-69.3000
2128,48,24,60000.0,600000.0,49.39980646495906,-67.66891561694119,-67.66891561694119,49.0,-67.8,-67.8,45.46526889332202,49.0000_-67.8000
2129,49,24,80000.0,600000.0,49.39735693006328,-67.39192623536609,-67.39192623536609,49.0,-67.8,-67.8,53.210493493694024,49.0000_-67.8000
2145,65,24,400000.0,600000.0,49.26318738037435,-62.970221474042575,-62.970221474042575,49.0,-63.3,-63.3,37.8437515030337,49.0000_-63.3000
2146,66,24,420000.0,600000.0,49.24888570787596,-62.69491530616014,-62.69491530616014,49.0,-63.3,-63.3,52.00566663550722,49.0000_-63.3000
2147,67,24,440000.0,600000.0,49.23389129632191,-62.41978124967392,-62.41978124967392,49.0,-63.3,-63.3,69.1389734079966,49.0000_-63.3000
2148,68,24,460000.0,600000.0,49.218204842055485,-62.14482726970627,-62.14482726970627,49.0,-63.3,-63.3,87.51535183562167,49.0000_-63.3000
2149,69,24,480000.0,600000.0,49.20182707284822,-61.870061299689766,-61.870061299689766,49.0,-63.3,-63.3,106.49303644828976,49.0000_-63.3000
2168,6,25,-780000.0,620000.0,49.05247455273575,-79.2646367177263,-79.2646367177263,49.0,-79.8,-79.8,39.4680692204333,49.0000_-79.8000
2169,7,25,-760000.0,620000.0,49.07922007516313,-78.99261015605515,-78.99261015605515,49.0,-79.8,-79.8,59.50796029085695,49.0000_-79.8000
2170,8,25,-740000.0,620000.0,49.105286250217105,-78.72027781456059,-78.72027781456059,49.0,-79.8,-79.8,79.54851792407393,49.0000_-79.8000
2171,9,25,-720000.0,620000.0,49.13067188622851,-78.44764707881495,-78.44764707881495,49.0,-79.8,-79.8,99.58964596105028,49.0000_-79.8000
2172,10,25,-700000.0,620000.0,49.15537582074983,-78.17472538523108,-78.17472538523108,49.0,-78.3,-78.3,19.538512607964197,49.0000_-78.3000
2173,11,25,-680000.0,620000.0,49.17939692075409,-77.90152021995857,-77.90152021995857,49.0,-78.3,-78.3,35.212235337769414,49.0000_-78.3000
2174,12,25,-660000.0,620000.0,49.20273408282959,-77.62803911775922,-77.62803911775922,49.0,-78.3,-78.3,53.86402153772601,49.0000_-78.3000
2175,13,25,-640000.0,620000.0,49.22538623337021,-77.35428966086226,-77.35428966086226,49.0,-78.3,-78.3,73.25368241211436,49.0000_-78.3000
2176,14,25,-620000.0,620000.0,49.247352328761075,-77.0802794777997,-77.0802794777997,49.0,-78.3,-78.3,92.92072418413065,49.0000_-78.3000
2177,15,25,-600000.0,620000.0,49.26863135555965,-76.80601624222199,-76.80601624222199,49.0,-78.3,-78.3,112.72026943746879,49.0000_-78.3000
2178,16,25,-580000.0,620000.0,49.289222330672146,-76.5315076716947,-76.5315076716947,49.0,-76.8,-76.8,37.62549486636502,49.0000_-76.8000
2179,17,25,-560000.0,620000.0,49.309124301525145,-76.25676152647662,-76.25676152647662,49.0,-76.8,-76.8,52.366412289011706,49.0000_-76.8000
2180,18,25,-540000.0,620000.0,49.32833634623244,-75.98178560827938,-75.98178560827938,49.0,-76.8,-76.8,69.80095333472485,49.0000_-76.8000
2181,19,25,-520000.0,620000.0,49.34685757375687,-75.70658775900952,-75.70658775900952,49.0,-76.8,-76.8,88.34883707663957,49.0000_-76.8000
2182,20,25,-500000.0,620000.0,49.36468712406727,-75.43117585949322,-75.43117585949322,49.0,-76.8,-76.8,107.43516065612535,49.0000_-76.8000
2183,21,25,-480000.0,620000.0,49.38182416829015,-75.15555782818412,-75.15555782818412,49.0,-75.3,-75.3,43.73525523419655,49.0000_-75.3000
2184,22,25,-460000.0,620000.0,49.398267908856596,-74.879741619855,-74.879741619855,49.0,-75.3,-75.3,53.792040352293604,49.0000_-75.3000
2185,23,25,-440000.0,620000.0,49.41401757964356,-74.6037352242735,-74.6037352242735,49.0,-75.3,-75.3,68.39435923342988,49.0000_-75.3000
2186,24,25,-420000.0,620000.0,49.42907244611025,-74.32754666486272,-74.32754666486272,49.0,-75.3,-75.3,85.23744381245156,49.0000_-75.3000
2187,25,25,-400000.0,620000.0,49.4434318054289,-74.051183997347,-74.051183997347,49.0,-75.3,-75.3,103.23040534477504,49.0000_-75.3000
2188,26,25,-380000.0,620000.0,49.45709498661043,-73.77465530838354,-73.77465530838354,49.0,-73.8,-73.8,50.86002207321834,49.0000_-73.8000
2189,27,25,-360000.0,620000.0,49.470061350624434,-73.49796871418046,-73.49796871418046,49.0,-73.8,-73.8,56.682202618203405,49.0000_-73.8000
2190,28,25,-340000.0,620000.0,49.48233029051383,-73.22113235910177,-73.22113235910177,49.0,-73.8,-73.8,68.13527672080284,49.0000_-73.8000
2191,29,25,-320000.0,620000.0,49.49390123150383,-72.9441544142598,-72.9441544142598,49.0,-73.8,-73.8,82.91803344198689,49.0000_-73.8000
2192,30,25,-300000.0,620000.0,49.504773631105444,-72.66704307609601,-72.66704307609601,49.0,-73.8,-73.8,99.55827318968005,49.0000_-73.8000
2193,31,25,-280000.0,620000.0,49.514946979213214,-72.38980656495022,-72.38980656495022,49.0,-73.8,-73.8,117.26801287363043,49.0000_-73.8000
2194,32,25,-260000.0,620000.0,49.524420798197355,-72.11245312361952,-72.11245312361952,49.0,-72.3,-72.3,59.88003523082139,49.0000_-72.3000
2195,33,25,-240000.0,620000.0,49.53319464299008,-71.83499101590685,-71.83499101590685,49.0,-72.3,-72.3,68.21679538586454,49.0000_-72.3000
2196,34,25,-220000.0,620000.0,49.54126810116621,-71.5574285251604,-71.5574285251604,49.0,-72.3,-72.3,80.77680077810699,49.0000_-72.3000
2197,35,25,-200000.0,620000.0,49.548640793017846,-71.27977395280415,-71.27977395280415,49.0,-72.3,-72.3,95.91515315996334,49.0000_-72.3000
2198,36,25,-180000.0,620000.0,49.55531237162344,-71.00203561686035,-71.00203561686035,49.0,-72.3,-72.3,112.59671876013576,49.0000_-72.3000
2199,37,25,-160000.0,620000.0,49.56128252291068,-70.7242218504645,-70.7242218504645,49.0,-70.8,-70.8,62.653441354724485,49.0000_-70.8000
2200,38,25,-140000.0,620000.0,49.5665509657137,-70.44634100037352,-70.44634100037352,49.0,-70.8,-70.8,68.02009562466293,49.0000_-70.8000
2201,39,25,-120000.0,620000.0,49.57111745182422,-70.1684014254678,-70.1684014254678,49.0,-70.8,-70.8,78.30366548697693,49.0000_-70.8000
2202,40,25,-100000.0,620000.0,49.57498176603674,-69.89041149524787,-69.89041149524787,49.0,-70.8,-70.8,91.86759374118135,49.0000_-70.8000
2203,41,25,-80000.0,620000.0,49.57814372618784,-69.61237958832604,-69.61237958832604,49.0,-70.8,-70.8,107.47703360922775,49.0000_-70.8000
2204,42,25,-60000.0,620000.0,49.58060318318931,-69.33431409091418,-69.33431409091418,49.0,-70.8,-70.8,124.36415453590553,49.0000_-70.8000
2205,43,25,-40000.0,620000.0,49.58236002105548,-69.0562233953079,-69.0562233953079,49.0,-69.3,-69.3,67.12549739269511,49.0000_-69.3000
2206,44,25,-20000.0,620000.0,49.58341415692423,-68.77811589836801,-68.77811589836801,49.0,-69.3,-69.3,75.1059264342733,49.0000_-69.3000
2207,45,25,0.0,620000.0,49.5837655410723,-68.5,-68.5,49.0,-69.3,-69.3,87.05986188614173,49.0000_-69.3000
2208,46,25,20000.0,620000.0,49.58341415692423,-68.22188410163199,-68.22188410163199,49.0,-69.3,-69.3,101.5942419521905,49.0000_-69.3000
2209,47,25,40000.0,620000.0,49.58236002105548,-67.94377660469212,-67.94377660469212,49.0,-69.3,-69.3,117.75741557347992,49.0000_-69.3000
2210,48,25,60000.0,620000.0,49.58060318318931,-67.66568590908582,-67.66568590908582,49.0,-67.8,-67.8,65.29093046932024,49.0000_-67.8000
2211,49,25,80000.0,620000.0,49.57814372618784,-67.38762041167396,-67.38762041167396,49.0,-67.8,-67.8,70.90311905095604,49.0000_-67.8000
2225,63,25,360000.0,620000.0,49.470061350624434,-63.50203128581954,-63.50203128581954,49.0,-64.8,-64.8,107.76217795611369,49.0000_-64.8000
2226,64,25,380000.0,620000.0,49.45709498661043,-63.22534469161647,-63.22534469161647,49.0,-63.3,-63.3,51.11499272354803,49.0000_-63.3000
2227,65,25,400000.0,620000.0,49.4434318054289,-62.948816002653004,-62.948816002653004,49.0,-63.3,-63.3,55.51307729633171,49.0000_-63.3000
2228,66,25,420000.0,620000.0,49.42907244611025,-62.67245333513728,-62.67245333513728,49.0,-63.3,-63.3,65.98488742088833,49.0000_-63.3000
2229,67,25,440000.0,620000.0,49.41401757964356,-62.39626477572649,-62.39626477572649,49.0,-63.3,-63.3,80.18490690966343,49.0000_-63.3000
2250,6,26,-780000.0,640000.0,49.23117424313113,-79.30600222111276,-79.30600222111276,49.0,-79.8,-79.8,44.19756247455644,49.0000_-79.8000
2251,7,26,-760000.0,640000.0,49.258026625892604,-79.03296105758012,-79.03296105758012,49.0,-79.8,-79.8,62.753363983668244,49.0000_-79.8000
2252,8,26,-740000.0,640000.0,49.284197027651956,-78.75961062437172,-78.75961062437172,49.0,-79.8,-79.8,82.01210819863964,49.0000_-79.8000
2253,9,26,-720000.0,640000.0,49.30968424586906,-78.48595838622596,-78.48595838622596,49.0,-79.8,-79.8,101.5750329143301,49.0000_-79.8000
2254,10,26,-700000.0,640000.0,49.334487107471396,-78.21201185967998,-78.21201185967998,49.0,-78.3,-78.3,37.73945819936588,49.0000_-78.3000
2255,11,26,-680000.0,640000.0,49.35860446905661,-77.93777861194714,-77.93777861194714,49.0,-78.3,-78.3,47.783080522846554,49.0000_-78.3000
2256,12,26,-660000.0,640000.0,49.38203521709035,-77.66326625977328,-77.66326625977328,49.0,-78.3,-78.3,62.81402701881326,49.0000_-78.3000
2257,13,26,-640000.0,640000.0,49.40477826809979,-77.38848246827227,-77.38848246827227,49.0,-78.3,-78.3,80.07157603082857,49.0000_-78.3000
2258,14,26,-620000.0,640000.0,49.42683256886244,-77.11343494974098,-77.11343494974098,49.0,-78.3,-78.3,98.39125496038929,49.0000_-78.3000
2259,15,26,-600000.0,640000.0,49.44819709659032,-76.83813146245423,-76.83813146245423,49.0,-78.3,-78.3,117.2765753154452,49.0000_-78.3000
2260,16,26,-580000.0,640000.0,49.468870859109344,-76.56257980944022,-76.56257980944022,49.0,-76.8,-76.8,54.91197882272796,49.0000_-76.8000
2261,17,26,-560000.0,640000.0,49.488852895033965,-76.28678783723673,-76.28678783723673,49.0,-76.8,-76.8,65.89905624506066,49.0000_-76.8000
2262,18,26,-540000.0,640000.0,49.508142273936706,-76.01076343462857,-76.01076343462857,49.0,-76.8,-76.8,80.45837918970798,49.0000_-76.8000
2263,19,26,-520000.0,640000.0,49.5267380965129,-75.73451453136691,-75.73451453136691,49.0,-76.8,-76.8,96.99465387356545,49.0000_-76.8000
2264,20,26,-500000.0,640000.0,49.544639494740196,-75.4580490968707,-75.4580490968707,49.0,-76.8,-76.8,114.65583925340106,49.0000_-76.8000
2265,21,26,-480000.0,640000.0,49.56184563203305,-75.18137513891095,-75.18137513891095,49.0,-75.3,-75.3,63.0642495532283,49.0000_-75.3000
2266,22,26,-460000.0,640000.0,49.578355703391885,-74.9045007022783,-74.9045007022783,49.0,-75.3,-75.3,70.4169777060588,49.0000_-75.3000
2267,23,26,-440000.0,640000.0,49.5941689355471,-74.62743386743414,-74.62743386743414,49.0,-75.3,-75.3,82.11900120524008,49.0000_-75.3000
2268,24,26,-420000.0,640000.0,49.609284587097584,-74.35018274914636,-74.35018274914636,49.0,-75.3,-75.3,96.60265146931215,49.0000_-75.3000
2269,25,26,-400000.0,640000.0,49.62370194864394,-74.0727554951098,-74.0727554951098,49.0,-75.3,-75.3,112.80163158483994,49.0000_-75.3000
2270,26,26,-380000.0,640000.0,49.63742034291614,-73.79516028455213,-73.79516028455213,49.0,-73.8,-73.8,70.87887421434515,49.0000_-73.8000
2271,27,26,-360000.0,640000.0,49.65043912489578,-73.51740532682581,-73.51740532682581,49.0,-73.8,-73.8,75.16930237116189,49.0000_-73.8000
2272,28,26,-340000.0,640000.0,49.66275768193258,-73.23949885998663,-73.23949885998663,49.0,-73.8,-73.8,84.14618403220837,49.0000_-73.8000
2273,29,26,-320000.0,640000.0,49.67437543385536,-72.96144914935947,-72.96144914935947,49.0,-73.8,-73.8,96.51067124280699,49.0000_-73.8000
2274,30,26,-300000.0,640000.0,49.68529183307727,-72.68326448609184,-72.68326448609184,49.0,-73.8,-73.8,111.137914460302,49.0000_-73.8000
2275,31,26,-280000.0,640000.0,49.695506364695305,-72.40495318569586,-72.40495318569586,49.0,-73.8,-73.8,127.25007319113854,49.0000_-73.8000
2276,32,26,-260000.0,640000.0,49.70501854658395,-72.12652358657934,-72.12652358657934,49.0,-72.3,-72.3,79.39515859392192,49.0000_-72.3000
2277,33,26,-240000.0,640000.0,49.71382792948315,-71.84798404856649,-71.84798404856649,49.0,-72.3,-72.3,85.86006592659841,49.0000_-72.3000
2278,34,26,-220000.0,640000.0,49.72193409708025,-71.56934295140904,-71.56934295140904,49.0,-72.3,-72.3,96.14515258611779,49.0000_-72.3000
2279,35,26,-200000.0,640000.0,49.72933666608603,-71.29060869328833,-71.29060869328833,49.0,-72.3,-72.3,109.17612323427112,49.0000_-72.3000
2280,36,26,-180000.0,640000.0,49.73603528630491,-71.01178968930911,-71.01178968930911,49.0,-72.3,-72.3,124.09098171355429,49.0000_-72.3000
2281,37,26,-160000.0,640000.0,49.742029640699016,-70.73289436998556,-70.73289436998556,49.0,-70.8,-70.8,82.6529738193256,49.0000_-70.8000
2282,38,26,-140000.0,640000.0,49.74731944544642,-70.45393117972044,-70.45393117972044,49.0,-70.8,-70.8,86.79328190165248,49.0000_-70.8000
2283,39,26,-120000.0,640000.0,49.75190444999301,-70.17490857527793,-70.17490857527793,49.0,-70.8,-70.8,95.0695320262058,49.0000_-70.8000
2284,40,26,-100000.0,640000.0,49.75578443709874,-69.89583502425069,-69.89583502425069,49.0,-70.8,-70.8,106.5220606827998,49.0000_-70.8000
2285,41,26,-80000.0,640000.0,49.7589592228774,-69.61671900352225,-69.61671900352225,49.0,-70.8,-70.8,120.24675108649629,49.0000_-70.8000
2286,42,26,-60000.0,640000.0,49.761428656830475,-69.3375689977249,-69.3375689977249,49.0,-70.8,-70.8,135.55521377857337,49.0000_-70.8000
2287,43,26,-40000.0,640000.0,49.763192621874815,-69.05839349769428,-69.05839349769428,49.0,-69.3,-69.3,86.64667883676273,49.0000_-69.3000
2288,44,26,-20000.0,640000.0,49.76425103436422,-68.77920099892097,-68.77920099892097,49.0,-69.3,-69.3,92.96751002827993,49.0000_-69.3000
2289,45,26,0.0,640000.0,49.76460384410479,-68.5,-68.5,49.0,-69.3,-69.3,102.86812829259027,49.0000_-69.3000
2290,46,26,20000.0,640000.0,49.76425103436422,-68.22079900107903,-68.22079900107903,49.0,-69.3,-69.3,115.43105382525948,49.0000_-69.3000
2291,47,26,40000.0,640000.0,49.763192621874815,-67.94160650230572,-67.94160650230572,49.0,-69.3,-69.3,129.8860444668567,49.0000_-69.3000
2292,48,26,60000.0,640000.0,49.761428656830475,-67.6624310022751,-67.6624310022751,49.0,-67.8,-67.8,85.25075690362077,49.0000_-67.8000
